#gene	transcript	clone	chrom	strand	pep_length	spliced_length	start	stop	chrom_start	chrom_stop	genome_start	genome_stop	gmap	source	version	method
CC1G_06949.2	CC1G_06949T0	Chr_6	Chr_6	-1	295	888	673621	674776	673621	674776	26503724	26504879	0	BroadInstitute	2	predicted
CC1G_06951.2	CC1G_06951T0	Chr_6	Chr_6	+1	658	1977	676415	678913	676415	678913	26506518	26509016	0	BroadInstitute	2	predicted
CC1G_06952.2	CC1G_06952T0	Chr_6	Chr_6	+1	458	1377	679147	680847	679147	680847	26509250	26510950	0	BroadInstitute	2	predicted
CC1G_06953.2	CC1G_06953T0	Chr_6	Chr_6	-1	225	678	681256	681994	681256	681994	26511359	26512097	0	BroadInstitute	2	predicted
CC1G_15546.2	CC1G_15546T0	Chr_6	Chr_6	+1	157	474	683599	684072	683599	684072	26513702	26514175	0	BroadInstitute	2	predicted
CC1G_15547.2	CC1G_15547T0	Chr_6	Chr_6	+1	653	1962	684209	686170	684209	686170	26514312	26516273	0	BroadInstitute	2	predicted
CC1G_06955.2	CC1G_06955T0	Chr_6	Chr_6	-1	143	432	686549	687039	686549	687039	26516652	26517142	0	BroadInstitute	2	predicted
CC1G_06956.2	CC1G_06956T0	Chr_6	Chr_6	+1	822	2469	687839	690480	687839	690480	26517942	26520583	0	BroadInstitute	2	predicted
CC1G_15548.2	CC1G_15548T0	Chr_6	Chr_6	-1	773	2322	690758	693244	690758	693244	26520861	26523347	0	BroadInstitute	2	predicted
CC1G_06959.2	CC1G_06959T0	Chr_6	Chr_6	-1	256	771	693547	694997	693547	694997	26523650	26525100	0	BroadInstitute	2	predicted
CC1G_06960.2	CC1G_06960T0	Chr_6	Chr_6	-1	252	759	697258	698608	697258	698608	26527361	26528711	0	BroadInstitute	2	predicted
CC1G_06961.2	CC1G_06961T0	Chr_6	Chr_6	-1	1777	5334	700675	706771	700675	706771	26530778	26536874	0	BroadInstitute	2	predicted
CC1G_06962.2	CC1G_06962T0	Chr_6	Chr_6	-1	440	1323	709396	711319	709396	711319	26539499	26541422	0	BroadInstitute	2	predicted
CC1G_06963.2	CC1G_06963T0	Chr_6	Chr_6	-1	225	678	713761	715046	713761	715046	26543864	26545149	0	BroadInstitute	2	predicted
CC1G_06964.2	CC1G_06964T0	Chr_6	Chr_6	-1	584	1755	715471	717444	715471	717444	26545574	26547547	0	BroadInstitute	2	predicted
CC1G_06965.2	CC1G_06965T0	Chr_6	Chr_6	+1	190	573	719464	720253	719464	720253	26549567	26550356	0	BroadInstitute	2	predicted
CC1G_06966.2	CC1G_06966T0	Chr_6	Chr_6	-1	570	1713	720636	722875	720636	722875	26550739	26552978	0	BroadInstitute	2	predicted
CC1G_06967.2	CC1G_06967T0	Chr_6	Chr_6	+1	309	930	723248	724718	723248	724718	26553351	26554821	0	BroadInstitute	2	predicted
CC1G_06968.2	CC1G_06968T0	Chr_6	Chr_6	-1	476	1431	724792	726653	724792	726653	26554895	26556756	0	BroadInstitute	2	predicted
CC1G_06969.2	CC1G_06969T0	Chr_6	Chr_6	+1	209	630	726903	727695	726903	727695	26557006	26557798	0	BroadInstitute	2	predicted
CC1G_06970.2	CC1G_06970T0	Chr_6	Chr_6	-1	467	1404	728128	729958	728128	729958	26558231	26560061	0	BroadInstitute	2	predicted
CC1G_06971.2	CC1G_06971T0	Chr_6	Chr_6	+1	256	771	733144	734471	733144	734471	26563247	26564574	0	BroadInstitute	2	predicted
CC1G_06972.2	CC1G_06972T0	Chr_6	Chr_6	+1	486	1461	734972	737320	734972	737320	26565075	26567423	0	BroadInstitute	2	predicted
CC1G_06973.2	CC1G_06973T0	Chr_6	Chr_6	-1	271	816	737526	738460	737526	738460	26567629	26568563	0	BroadInstitute	2	predicted
CC1G_06974.2	CC1G_06974T0	Chr_6	Chr_6	-1	314	945	738850	739914	738850	739914	26568953	26570017	0	BroadInstitute	2	predicted
CC1G_06975.2	CC1G_06975T0	Chr_6	Chr_6	+1	1065	3198	740392	743695	740392	743695	26570495	26573798	0	BroadInstitute	2	predicted
CC1G_06976.2	CC1G_06976T0	Chr_6	Chr_6	+1	773	2322	744607	747253	744607	747253	26574710	26577356	0	BroadInstitute	2	predicted
CC1G_06977.2	CC1G_06977T0	Chr_6	Chr_6	-1	669	2010	747890	750003	747890	750003	26577993	26580106	0	BroadInstitute	2	predicted
CC1G_06978.2	CC1G_06978T0	Chr_6	Chr_6	+1	515	1548	750840	752919	750840	752919	26580943	26583022	0	BroadInstitute	2	predicted
CC1G_13523.2	CC1G_13523T0	Chr_6	Chr_6	+1	220	663	755045	755760	755045	755760	26585148	26585863	0	BroadInstitute	2	predicted
CC1G_15549.2	CC1G_15549T0	Chr_6	Chr_6	-1	304	915	757950	759095	757950	759095	26588053	26589198	0	BroadInstitute	2	predicted
CC1G_15550.2	CC1G_15550T0	Chr_6	Chr_6	+1	354	1065	761627	762742	761627	762742	26591730	26592845	0	BroadInstitute	2	predicted
CC1G_15551.2	CC1G_15551T0	Chr_6	Chr_6	+1	311	936	762995	764196	762995	764196	26593098	26594299	0	BroadInstitute	2	predicted
CC1G_12474.2	CC1G_12474T0	Chr_6	Chr_6	-1	217	654	764438	765155	764438	765155	26594541	26595258	0	BroadInstitute	2	predicted
CC1G_15552.2	CC1G_15552T0	Chr_6	Chr_6	+1	445	1338	765916	767307	765916	767307	26596019	26597410	0	BroadInstitute	2	predicted
CC1G_15553.2	CC1G_15553T0	Chr_6	Chr_6	+1	827	2484	767873	771042	767873	771042	26597976	26601145	0	BroadInstitute	2	predicted
CC1G_12476.2	CC1G_12476T0	Chr_6	Chr_6	+1	675	2028	771443	774193	771443	774193	26601546	26604296	0	BroadInstitute	2	predicted
CC1G_15554.2	CC1G_15554T0	Chr_6	Chr_6	+1	106	321	776953	777398	776953	777398	26607056	26607501	0	BroadInstitute	2	predicted
CC1G_15555.2	CC1G_15555T0	Chr_6	Chr_6	+1	605	1818	777554	780306	777554	780306	26607657	26610409	0	BroadInstitute	2	predicted
CC1G_15556.2	CC1G_15556T0	Chr_6	Chr_6	-1	742	2229	780709	783810	780709	783810	26610812	26613913	0	BroadInstitute	2	predicted
CC1G_12481.2	CC1G_12481T0	Chr_6	Chr_6	+1	293	882	784360	785506	784360	785506	26614463	26615609	0	BroadInstitute	2	predicted
CC1G_12482.2	CC1G_12482T0	Chr_6	Chr_6	+1	587	1764	785767	787580	785767	787580	26615870	26617683	0	BroadInstitute	2	predicted
CC1G_12483.2	CC1G_12483T0	Chr_6	Chr_6	-1	339	1020	787849	788868	787849	788868	26617952	26618971	0	BroadInstitute	2	predicted
CC1G_13477.2	CC1G_13477T0	Chr_6	Chr_6	-1	879	2640	790024	792663	790024	792663	26620127	26622766	0	BroadInstitute	2	predicted
CC1G_11435.2	CC1G_11435T0	Chr_6	Chr_6	-1	161	486	798346	798968	798346	798968	26628449	26629071	0	BroadInstitute	2	predicted
CC1G_11436.2	CC1G_11436T0	Chr_6	Chr_6	-1	473	1422	800127	802048	800127	802048	26630230	26632151	0	BroadInstitute	2	predicted
CC1G_11437.2	CC1G_11437T0	Chr_6	Chr_6	-1	319	960	803835	805475	803835	805475	26633938	26635578	0	BroadInstitute	2	predicted
CC1G_11438.2	CC1G_11438T0	Chr_6	Chr_6	+1	101	306	807257	807624	807257	807624	26637360	26637727	0	BroadInstitute	2	predicted
CC1G_11439.2	CC1G_11439T0	Chr_6	Chr_6	-1	176	531	808042	808629	808042	808629	26638145	26638732	0	BroadInstitute	2	predicted
CC1G_11440.2	CC1G_11440T0	Chr_6	Chr_6	-1	123	372	809282	809738	809282	809738	26639385	26639841	0	BroadInstitute	2	predicted
CC1G_11441.2	CC1G_11441T0	Chr_6	Chr_6	+1	258	777	811052	812334	811052	812334	26641155	26642437	0	BroadInstitute	2	predicted
CC1G_11442.2	CC1G_11442T0	Chr_6	Chr_6	-1	331	996	812996	814287	812996	814287	26643099	26644390	0	BroadInstitute	2	predicted
CC1G_11443.2	CC1G_11443T0	Chr_6	Chr_6	-1	967	2904	815071	818328	815071	818328	26645174	26648431	0	BroadInstitute	2	predicted
CC1G_11444.2	CC1G_11444T0	Chr_6	Chr_6	-1	116	351	818643	819166	818643	819166	26648746	26649269	0	BroadInstitute	2	predicted
CC1G_11445.2	CC1G_11445T0	Chr_6	Chr_6	-1	505	1518	819853	821473	819853	821473	26649956	26651576	0	BroadInstitute	2	predicted
CC1G_11446.2	CC1G_11446T0	Chr_6	Chr_6	+1	123	372	822055	822480	822055	822480	26652158	26652583	0	BroadInstitute	2	predicted
CC1G_11447.2	CC1G_11447T0	Chr_6	Chr_6	+1	376	1131	822876	824509	822876	824509	26652979	26654612	0	BroadInstitute	2	predicted
CC1G_11448.2	CC1G_11448T0	Chr_6	Chr_6	-1	214	645	824782	825584	824782	825584	26654885	26655687	0	BroadInstitute	2	predicted
CC1G_11449.2	CC1G_11449T0	Chr_6	Chr_6	-1	108	327	825988	826490	825988	826490	26656091	26656593	0	BroadInstitute	2	predicted
CC1G_11450.2	CC1G_11450T0	Chr_6	Chr_6	-1	87	264	827018	827457	827018	827457	26657121	26657560	0	BroadInstitute	2	predicted
CC1G_15557.2	CC1G_15557T0	Chr_6	Chr_6	+1	196	591	828049	829344	828049	829344	26658152	26659447	0	BroadInstitute	2	predicted
CC1G_11451.2	CC1G_11451T0	Chr_6	Chr_6	+1	300	903	829892	830850	829892	830850	26659995	26660953	0	BroadInstitute	2	predicted
CC1G_11452.2	CC1G_11452T0	Chr_6	Chr_6	-1	520	1563	833094	835234	833094	835234	26663197	26665337	0	BroadInstitute	2	predicted
CC1G_11454.2	CC1G_11454T0	Chr_6	Chr_6	-1	445	1338	836414	838146	836414	838146	26666517	26668249	0	BroadInstitute	2	predicted
CC1G_11455.2	CC1G_11455T0	Chr_6	Chr_6	-1	521	1566	838656	841134	838656	841134	26668759	26671237	0	BroadInstitute	2	predicted
CC1G_11456.2	CC1G_11456T0	Chr_6	Chr_6	+1	373	1122	842192	843665	842192	843665	26672295	26673768	0	BroadInstitute	2	predicted
CC1G_11457.2	CC1G_11457T0	Chr_6	Chr_6	-1	348	1047	843781	845496	843781	845496	26673884	26675599	0	BroadInstitute	2	predicted
CC1G_11458.2	CC1G_11458T0	Chr_6	Chr_6	-1	561	1686	845745	848076	845745	848076	26675848	26678179	0	BroadInstitute	2	predicted
CC1G_11459.2	CC1G_11459T0	Chr_6	Chr_6	-1	539	1620	848351	850082	848351	850082	26678454	26680185	0	BroadInstitute	2	predicted
CC1G_11460.2	CC1G_11460T0	Chr_6	Chr_6	-1	163	492	850732	851385	850732	851385	26680835	26681488	0	BroadInstitute	2	predicted
CC1G_11461.2	CC1G_11461T0	Chr_6	Chr_6	-1	356	1071	852213	853341	852213	853341	26682316	26683444	0	BroadInstitute	2	predicted
CC1G_15558.2	CC1G_15558T0	Chr_6	Chr_6	+1	475	1428	854079	855816	854079	855816	26684182	26685919	0	BroadInstitute	2	predicted
CC1G_15559.2	CC1G_15559T0	Chr_6	Chr_6	+1	233	702	856121	856940	856121	856940	26686224	26687043	0	BroadInstitute	2	predicted
CC1G_15560.2	CC1G_15560T0	Chr_6	Chr_6	-1	58	177	857222	857398	857222	857398	26687325	26687501	0	BroadInstitute	2	predicted
CC1G_11463.2	CC1G_11463T0	Chr_6	Chr_6	-1	583	1752	858211	860185	858211	860185	26688314	26690288	0	BroadInstitute	2	predicted
CC1G_11464.2	CC1G_11464T0	Chr_6	Chr_6	-1	90	273	860619	861172	860619	861172	26690722	26691275	0	BroadInstitute	2	predicted
CC1G_15561.2	CC1G_15561T0	Chr_6	Chr_6	+1	202	609	861483	862188	861483	862188	26691586	26692291	0	BroadInstitute	2	predicted
CC1G_11465.2	CC1G_11465T0	Chr_6	Chr_6	-1	417	1254	863500	865146	863500	865146	26693603	26695249	0	BroadInstitute	2	predicted
CC1G_15562.2	CC1G_15562T0	Chr_6	Chr_6	-1	159	480	869878	870730	869878	870730	26699981	26700833	0	BroadInstitute	2	predicted
CC1G_15563.2	CC1G_15563T0	Chr_6	Chr_6	-1	220	663	872075	872790	872075	872790	26702178	26702893	0	BroadInstitute	2	predicted
CC1G_12946.2	CC1G_12946T0	Chr_6	Chr_6	-1	317	954	874799	876041	874799	876041	26704902	26706144	0	BroadInstitute	2	predicted
CC1G_12947.2	CC1G_12947T0	Chr_6	Chr_6	+1	388	1167	876440	877771	876440	877771	26706543	26707874	0	BroadInstitute	2	predicted
CC1G_12948.2	CC1G_12948T0	Chr_6	Chr_6	+1	526	1581	877944	880038	877944	880038	26708047	26710141	0	BroadInstitute	2	predicted
CC1G_15564.2	CC1G_15564T0	Chr_6	Chr_6	-1	155	468	880067	880534	880067	880534	26710170	26710637	0	BroadInstitute	2	predicted
CC1G_15565.2	CC1G_15565T0	Chr_6	Chr_6	-1	242	729	880817	881593	880817	881593	26710920	26711696	0	BroadInstitute	2	predicted
CC1G_15566.2	CC1G_15566T0	Chr_6	Chr_6	-1	991	2976	881665	885200	881665	885200	26711768	26715303	0	BroadInstitute	2	predicted
CC1G_12950.2	CC1G_12950T0	Chr_6	Chr_6	+1	841	2526	885485	888326	885485	888326	26715588	26718429	0	BroadInstitute	2	predicted
CC1G_12951.2	CC1G_12951T0	Chr_6	Chr_6	-1	677	2034	888601	891077	888601	891077	26718704	26721180	0	BroadInstitute	2	predicted
CC1G_12952.2	CC1G_12952T0	Chr_6	Chr_6	+1	178	537	891268	891982	891268	891982	26721371	26722085	0	BroadInstitute	2	predicted
CC1G_12953.2	CC1G_12953T0	Chr_6	Chr_6	+1	128	387	892322	892767	892322	892767	26722425	26722870	0	BroadInstitute	2	predicted
CC1G_13126.2	CC1G_13126T0	Chr_6	Chr_6	-1	275	828	893452	894333	893452	894333	26723555	26724436	0	BroadInstitute	2	predicted
CC1G_13127.2	CC1G_13127T0	Chr_6	Chr_6	+1	861	2586	894626	897434	894626	897434	26724729	26727537	0	BroadInstitute	2	predicted
CC1G_13128.2	CC1G_13128T0	Chr_6	Chr_6	-1	715	2148	897527	899834	897527	899834	26727630	26729937	0	BroadInstitute	2	predicted
CC1G_15567.2	CC1G_15567T0	Chr_6	Chr_6	+1	1046	3141	900104	903806	900104	903806	26730207	26733909	0	BroadInstitute	2	predicted
CC1G_15568.2	CC1G_15568T0	Chr_6	Chr_6	+1	534	1605	904034	905967	904034	905967	26734137	26736070	0	BroadInstitute	2	predicted
CC1G_13133.2	CC1G_13133T0	Chr_6	Chr_6	-1	350	1053	906010	907316	906010	907316	26736113	26737419	0	BroadInstitute	2	predicted
CC1G_09821.2	CC1G_09821T0	Chr_6	Chr_6	-1	104	315	907871	908185	907871	908185	26737974	26738288	0	BroadInstitute	2	predicted
CC1G_09822.2	CC1G_09822T0	Chr_6	Chr_6	-1	462	1389	909261	911136	909261	911136	26739364	26741239	0	BroadInstitute	2	predicted
CC1G_09823.2	CC1G_09823T0	Chr_6	Chr_6	+1	1236	3711	912173	916093	912173	916093	26742276	26746196	0	BroadInstitute	2	predicted
CC1G_09824.2	CC1G_09824T0	Chr_6	Chr_6	+1	628	1887	916891	919046	916891	919046	26746994	26749149	0	BroadInstitute	2	predicted
CC1G_09825.2	CC1G_09825T0	Chr_6	Chr_6	-1	875	2628	919519	922872	919519	922872	26749622	26752975	0	BroadInstitute	2	predicted
CC1G_09826.2	CC1G_09826T0	Chr_6	Chr_6	+1	439	1320	923395	924822	923395	924822	26753498	26754925	0	BroadInstitute	2	predicted
CC1G_09827.2	CC1G_09827T0	Chr_6	Chr_6	-1	314	945	925312	926690	925312	926690	26755415	26756793	0	BroadInstitute	2	predicted
CC1G_09828.2	CC1G_09828T0	Chr_6	Chr_6	-1	1509	4530	926972	932589	926972	932589	26757075	26762692	0	BroadInstitute	2	predicted
CC1G_09829.2	CC1G_09829T0	Chr_6	Chr_6	+1	382	1149	932821	934133	932821	934133	26762924	26764236	0	BroadInstitute	2	predicted
CC1G_09830.2	CC1G_09830T0	Chr_6	Chr_6	-1	607	1824	934310	936464	934310	936464	26764413	26766567	0	BroadInstitute	2	predicted
CC1G_09831.2	CC1G_09831T0	Chr_6	Chr_6	-1	312	939	937326	938533	937326	938533	26767429	26768636	0	BroadInstitute	2	predicted
CC1G_09832.2	CC1G_09832T0	Chr_6	Chr_6	+1	1410	4233	939356	943744	939356	943744	26769459	26773847	0	BroadInstitute	2	predicted
CC1G_15569.2	CC1G_15569T0	Chr_6	Chr_6	-1	128	387	944020	944602	944020	944602	26774123	26774705	0	BroadInstitute	2	predicted
CC1G_09834.2	CC1G_09834T0	Chr_6	Chr_6	+1	1036	3111	947780	951855	947780	951855	26777883	26781958	0	BroadInstitute	2	predicted
CC1G_09835.2	CC1G_09835T0	Chr_6	Chr_6	-1	607	1824	953890	956348	953890	956348	26783993	26786451	0	BroadInstitute	2	predicted
CC1G_09836.2	CC1G_09836T0	Chr_6	Chr_6	-1	581	1746	956746	959088	956746	959088	26786849	26789191	0	BroadInstitute	2	predicted
CC1G_09837.2	CC1G_09837T0	Chr_6	Chr_6	-1	1761	5286	960031	965372	960031	965372	26790134	26795475	0	BroadInstitute	2	predicted
CC1G_15570.2	CC1G_15570T0	Chr_6	Chr_6	+1	632	1899	967327	969451	967327	969451	26797430	26799554	0	BroadInstitute	2	predicted
CC1G_15571.2	CC1G_15571T0	Chr_6	Chr_6	+1	423	1272	969648	971087	969648	971087	26799751	26801190	0	BroadInstitute	2	predicted
CC1G_09840.2	CC1G_09840T0	Chr_6	Chr_6	-1	485	1458	971606	973365	971606	973365	26801709	26803468	0	BroadInstitute	2	predicted
CC1G_15572.2	CC1G_15572T0	Chr_6	Chr_6	-1	298	897	973872	975228	973872	975228	26803975	26805331	0	BroadInstitute	2	predicted
CC1G_09841.2	CC1G_09841T0	Chr_6	Chr_6	+1	476	1431	975601	977447	975601	977447	26805704	26807550	0	BroadInstitute	2	predicted
CC1G_09842.2	CC1G_09842T0	Chr_6	Chr_6	-1	441	1326	977640	979484	977640	979484	26807743	26809587	0	BroadInstitute	2	predicted
CC1G_09843.2	CC1G_09843T0	Chr_6	Chr_6	+1	185	558	980352	980956	980352	980956	26810455	26811059	0	BroadInstitute	2	predicted
CC1G_09844.2	CC1G_09844T0	Chr_6	Chr_6	+1	821	2466	981055	984202	981055	984202	26811158	26814305	0	BroadInstitute	2	predicted
CC1G_09845.2	CC1G_09845T0	Chr_6	Chr_6	+1	391	1176	984552	986085	984552	986085	26814655	26816188	0	BroadInstitute	2	predicted
CC1G_09846.2	CC1G_09846T0	Chr_6	Chr_6	+1	980	2943	987331	990784	987331	990784	26817434	26820887	0	BroadInstitute	2	predicted
CC1G_09847.2	CC1G_09847T0	Chr_6	Chr_6	+1	216	651	991610	992417	991610	992417	26821713	26822520	0	BroadInstitute	2	predicted
CC1G_15573.2	CC1G_15573T0	Chr_6	Chr_6	-1	377	1134	992553	994030	992553	994030	26822656	26824133	0	BroadInstitute	2	predicted
CC1G_09850.2	CC1G_09850T0	Chr_6	Chr_6	-1	114	345	994392	994973	994392	994973	26824495	26825076	0	BroadInstitute	2	predicted
CC1G_09851.2	CC1G_09851T0	Chr_6	Chr_6	-1	394	1185	995623	997168	995623	997168	26825726	26827271	0	BroadInstitute	2	predicted
CC1G_09852.2	CC1G_09852T0	Chr_6	Chr_6	-1	223	672	997914	999038	997914	999038	26828017	26829141	0	BroadInstitute	2	predicted
CC1G_09853.2	CC1G_09853T0	Chr_6	Chr_6	+1	106	321	1000164	1000937	1000164	1000937	26830267	26831040	0	BroadInstitute	2	predicted
CC1G_09854.2	CC1G_09854T0	Chr_6	Chr_6	-1	312	939	1001574	1002726	1001574	1002726	26831677	26832829	0	BroadInstitute	2	predicted
CC1G_09855.2	CC1G_09855T0	Chr_6	Chr_6	-1	282	849	1002960	1003968	1002960	1003968	26833063	26834071	0	BroadInstitute	2	predicted
CC1G_09856.2	CC1G_09856T0	Chr_6	Chr_6	+1	1075	3228	1004443	1007872	1004443	1007872	26834546	26837975	0	BroadInstitute	2	predicted
CC1G_09857.2	CC1G_09857T0	Chr_6	Chr_6	-1	172	519	1008593	1009299	1008593	1009299	26838696	26839402	0	BroadInstitute	2	predicted
CC1G_09858.2	CC1G_09858T0	Chr_6	Chr_6	-1	815	2448	1011909	1014714	1011909	1014714	26842012	26844817	0	BroadInstitute	2	predicted
CC1G_09859.2	CC1G_09859T0	Chr_6	Chr_6	+1	496	1491	1014990	1017122	1014990	1017122	26845093	26847225	0	BroadInstitute	2	predicted
CC1G_15574.2	CC1G_15574T0	Chr_6	Chr_6	-1	692	2079	1017773	1020350	1017773	1020350	26847876	26850453	0	BroadInstitute	2	predicted
CC1G_15575.2	CC1G_15575T0	Chr_6	Chr_6	-1	422	1269	1020646	1022244	1020646	1022244	26850749	26852347	0	BroadInstitute	2	predicted
CC1G_15576.2	CC1G_15576T0	Chr_6	Chr_6	-1	78	237	1023068	1023304	1023068	1023304	26853171	26853407	0	BroadInstitute	2	predicted
CC1G_10300.2	CC1G_10300T0	Chr_6	Chr_6	-1	314	945	1026394	1027457	1026394	1027457	26856497	26857560	0	BroadInstitute	2	predicted
CC1G_15577.2	CC1G_15577T0	Chr_6	Chr_6	+1	674	2025	1027764	1030402	1027764	1030402	26857867	26860505	0	BroadInstitute	2	predicted
CC1G_10303.2	CC1G_10303T0	Chr_6	Chr_6	-1	259	780	1030479	1031440	1030479	1031440	26860582	26861543	0	BroadInstitute	2	predicted
CC1G_10304.2	CC1G_10304T0	Chr_6	Chr_6	+1	425	1278	1032889	1034545	1032889	1034545	26862992	26864648	0	BroadInstitute	2	predicted
CC1G_10305.2	CC1G_10305T0	Chr_6	Chr_6	-1	344	1035	1034584	1035675	1034584	1035675	26864687	26865778	0	BroadInstitute	2	predicted
CC1G_10306.2	CC1G_10306T0	Chr_6	Chr_6	+1	102	309	1037054	1037592	1037054	1037592	26867157	26867695	0	BroadInstitute	2	predicted
CC1G_10307.2	CC1G_10307T0	Chr_6	Chr_6	-1	245	738	1037759	1038671	1037759	1038671	26867862	26868774	0	BroadInstitute	2	predicted
CC1G_15578.2	CC1G_15578T0	Chr_6	Chr_6	-1	223	672	1039128	1040087	1039128	1040087	26869231	26870190	0	BroadInstitute	2	predicted
CC1G_10308.2	CC1G_10308T0	Chr_6	Chr_6	+1	98	297	1041154	1041635	1041154	1041635	26871257	26871738	0	BroadInstitute	2	predicted
CC1G_10309.2	CC1G_10309T0	Chr_6	Chr_6	+1	114	345	1042442	1043072	1042442	1043072	26872545	26873175	0	BroadInstitute	2	predicted
CC1G_10310.2	CC1G_10310T0	Chr_6	Chr_6	+1	522	1569	1043975	1045543	1043975	1045543	26874078	26875646	0	BroadInstitute	2	predicted
CC1G_10311.2	CC1G_10311T0	Chr_6	Chr_6	-1	453	1362	1045839	1047263	1045839	1047263	26875942	26877366	0	BroadInstitute	2	predicted
CC1G_10312.2	CC1G_10312T0	Chr_6	Chr_6	+1	479	1440	1047519	1049241	1047519	1049241	26877622	26879344	0	BroadInstitute	2	predicted
CC1G_10313.2	CC1G_10313T0	Chr_6	Chr_6	-1	355	1068	1049503	1050776	1049503	1050776	26879606	26880879	0	BroadInstitute	2	predicted
CC1G_10314.2	CC1G_10314T0	Chr_6	Chr_6	-1	633	1902	1051428	1053621	1051428	1053621	26881531	26883724	0	BroadInstitute	2	predicted
CC1G_10315.2	CC1G_10315T0	Chr_6	Chr_6	+1	373	1122	1056347	1057800	1056347	1057800	26886450	26887903	0	BroadInstitute	2	predicted
CC1G_10316.2	CC1G_10316T0	Chr_6	Chr_6	-1	339	1020	1058149	1059830	1058149	1059830	26888252	26889933	0	BroadInstitute	2	predicted
CC1G_10317.2	CC1G_10317T0	Chr_6	Chr_6	-1	459	1380	1060352	1062459	1060352	1062459	26890455	26892562	0	BroadInstitute	2	predicted
CC1G_10318.2	CC1G_10318T0	Chr_6	Chr_6	+1	419	1260	1063141	1064583	1063141	1064583	26893244	26894686	0	BroadInstitute	2	predicted
CC1G_10319.2	CC1G_10319T0	Chr_6	Chr_6	-1	734	2205	1064797	1067517	1064797	1067517	26894900	26897620	0	BroadInstitute	2	predicted
CC1G_10320.2	CC1G_10320T0	Chr_6	Chr_6	+1	351	1056	1067853	1069224	1067853	1069224	26897956	26899327	0	BroadInstitute	2	predicted
CC1G_10321.2	CC1G_10321T0	Chr_6	Chr_6	-1	215	648	1069885	1070758	1069885	1070758	26899988	26900861	0	BroadInstitute	2	predicted
CC1G_10322.2	CC1G_10322T0	Chr_6	Chr_6	+1	727	2184	1071588	1074352	1071588	1074352	26901691	26904455	0	BroadInstitute	2	predicted
CC1G_10323.2	CC1G_10323T0	Chr_6	Chr_6	-1	1035	3108	1074547	1078939	1074547	1078939	26904650	26909042	0	BroadInstitute	2	predicted
CC1G_10324.2	CC1G_10324T0	Chr_6	Chr_6	+1	158	477	1079322	1079919	1079322	1079919	26909425	26910022	0	BroadInstitute	2	predicted
CC1G_10325.2	CC1G_10325T0	Chr_6	Chr_6	-1	401	1206	1080150	1081578	1080150	1081578	26910253	26911681	0	BroadInstitute	2	predicted
CC1G_10326.2	CC1G_10326T0	Chr_6	Chr_6	+1	499	1500	1082698	1084358	1082698	1084358	26912801	26914461	0	BroadInstitute	2	predicted
CC1G_10327.2	CC1G_10327T0	Chr_6	Chr_6	+1	549	1650	1085396	1087200	1085396	1087200	26915499	26917303	0	BroadInstitute	2	predicted
CC1G_10328.2	CC1G_10328T0	Chr_6	Chr_6	+1	479	1440	1087903	1089686	1087903	1089686	26918006	26919789	0	BroadInstitute	2	predicted
CC1G_10329.2	CC1G_10329T0	Chr_6	Chr_6	-1	922	2769	1090079	1093179	1090079	1093179	26920182	26923282	0	BroadInstitute	2	predicted
CC1G_10330.2	CC1G_10330T0	Chr_6	Chr_6	+1	822	2469	1094760	1097548	1094760	1097548	26924863	26927651	0	BroadInstitute	2	predicted
CC1G_10331.2	CC1G_10331T0	Chr_6	Chr_6	-1	601	1806	1097981	1100133	1097981	1100133	26928084	26930236	0	BroadInstitute	2	predicted
CC1G_10332.2	CC1G_10332T0	Chr_6	Chr_6	-1	193	582	1100983	1101627	1100983	1101627	26931086	26931730	0	BroadInstitute	2	predicted
CC1G_10333.2	CC1G_10333T0	Chr_6	Chr_6	-1	692	2079	1102797	1105284	1102797	1105284	26932900	26935387	0	BroadInstitute	2	predicted
CC1G_10334.2	CC1G_10334T0	Chr_6	Chr_6	+1	1117	3354	1105825	1109628	1105825	1109628	26935928	26939731	0	BroadInstitute	2	predicted
CC1G_10335.2	CC1G_10335T0	Chr_6	Chr_6	-1	301	906	1110736	1112169	1110736	1112169	26940839	26942272	0	BroadInstitute	2	predicted
CC1G_10336.2	CC1G_10336T0	Chr_6	Chr_6	-1	196	591	1112810	1113639	1112810	1113639	26942913	26943742	0	BroadInstitute	2	predicted
CC1G_10337.2	CC1G_10337T0	Chr_6	Chr_6	+1	153	462	1114172	1114768	1114172	1114768	26944275	26944871	0	BroadInstitute	2	predicted
CC1G_15579.2	CC1G_15579T0	Chr_6	Chr_6	-1	1038	3117	1115004	1118323	1115004	1118323	26945107	26948426	0	BroadInstitute	2	predicted
CC1G_10338.2	CC1G_10338T0	Chr_6	Chr_6	+1	89	270	1118594	1119089	1118594	1119089	26948697	26949192	0	BroadInstitute	2	predicted
CC1G_10339.2	CC1G_10339T0	Chr_6	Chr_6	-1	67	204	1119257	1119514	1119257	1119514	26949360	26949617	0	BroadInstitute	2	predicted
CC1G_15580.2	CC1G_15580T0	Chr_6	Chr_6	+1	342	1029	1120004	1121470	1120004	1121470	26950107	26951573	0	BroadInstitute	2	predicted
CC1G_15581.2	CC1G_15581T0	Chr_6	Chr_6	+1	1253	3762	1121874	1125907	1121874	1125907	26951977	26956010	0	BroadInstitute	2	predicted
