model,Count,dS,dN,scaffold,start_position
CC1G_04826,4,2.78,0.68,Chr_2,3399917
CC1G_04827,4,3,0.57,Chr_2,3402917
CC1G_04830,6,2.93,0.66,Chr_2,3411298
CC1G_14034,7,2.45,0.67,Chr_2,3416849
CC1G_04835,7,2.68,0.57,Chr_2,3421974
CC1G_04838,6,2.61,0.7,Chr_2,3428119
CC1G_04842,8,2.38,0.61,Chr_2,3434830
CC1G_04843,7,2.61,0.67,Chr_2,3438027
CC1G_14035,7,1.9,0.49,Chr_2,3449792
CC1G_04848,6,2.15,0.7,Chr_2,3457223
CC1G_04849,6,2.1,0.6,Chr_2,3459667
CC1G_04854,6,2.48,0.62,Chr_2,3468822
CC1G_04855,7,2.35,0.68,Chr_2,3470199
CC1G_04862,9,2.55,0.76,Chr_2,3486223
CC1G_04863,10,2.4,0.7,Chr_2,3490539
CC1G_04864,9,2.63,0.75,Chr_2,3494048
CC1G_04865,9,2.46,0.71,Chr_2,3495836
CC1G_04866,9,2.38,0.76,Chr_2,3499707
CC1G_04867,10,2.48,0.71,Chr_2,3502922
CC1G_04868,10,2.45,0.66,Chr_2,3503865
CC1G_04869,10,2.26,0.72,Chr_2,3506104
CC1G_04872,11,2.42,0.68,Chr_2,3512975
CC1G_04875,10,2.6,0.73,Chr_2,3519960
CC1G_04877,10,2.24,0.61,Chr_2,3526724
CC1G_04881,7,1.91,0.48,Chr_2,3535810
CC1G_04882,7,2.11,0.52,Chr_2,3536749
CC1G_04884,6,1.78,0.36,Chr_2,3538969
CC1G_04892,6,2.12,0.53,Chr_2,3546027
CC1G_04893,7,2.34,0.59,Chr_2,3549333
CC1G_04896,4,1.95,0.72,Chr_2,3567869
CC1G_04898,3,1.43,0.74,Chr_2,3572068
CC1G_04904,4,1.64,0.7,Chr_2,3590823
CC1G_04911,4,1.8,0.69,Chr_2,3609266
CC1G_04912,5,1.83,0.75,Chr_2,3610905
CC1G_04914,5,1.66,0.7,Chr_2,3618647
CC1G_04917,6,1.92,0.73,Chr_2,3627869
CC1G_04921,8,1.88,0.61,Chr_2,3634731
CC1G_04922,8,2.09,0.74,Chr_2,3637063
CC1G_04926,10,1.9,0.77,Chr_2,3649495
CC1G_04927,10,1.97,0.78,Chr_2,3653191
CC1G_04928,10,2.13,0.84,Chr_2,3655699
CC1G_04929,10,2.09,0.81,Chr_2,3657599
CC1G_04933,9,1.93,0.71,Chr_2,3662048
CC1G_14044,9,2.15,0.75,Chr_2,3668080
CC1G_14045,9,2.16,0.72,Chr_2,3669458
CC1G_04937,9,2.07,0.73,Chr_2,3672254
CC1G_04938,10,2.16,0.82,Chr_2,3676821
CC1G_04942,7,2.03,0.83,Chr_2,3687581
CC1G_14050,6,2.39,0.82,Chr_2,3697565
CC1G_04945,6,2.12,0.77,Chr_2,3700765
CC1G_04948,6,2.73,1.07,Chr_2,3711704
CC1G_04949,6,2.39,0.89,Chr_2,3714285
CC1G_04950,7,2.52,1.05,Chr_2,3717658
CC1G_04951,5,1.85,0.81,Chr_2,3731705
CC1G_13196,4,2.34,1.06,Chr_2,3738572
CC1G_13197,3,2.51,0.92,Chr_2,3741641
CC1G_09591,4,1.55,0.49,Chr_3,6048
CC1G_09593,4,2.06,0.75,Chr_3,9725
CC1G_09594,4,1.89,0.68,Chr_3,11324
CC1G_09596,5,1.74,0.71,Chr_3,17682
CC1G_09598,5,1.91,0.82,Chr_3,20709
CC1G_09605,8,1.86,0.47,Chr_3,41587
CC1G_09606,6,1.51,0.45,Chr_3,46298
CC1G_09608,6,1.89,0.48,Chr_3,51006
CC1G_09609,6,2.02,0.61,Chr_3,52735
CC1G_09611,7,1.82,0.58,Chr_3,56428
CC1G_09612,7,1.96,0.55,Chr_3,61020
CC1G_09614,7,1.89,0.56,Chr_3,65602
CC1G_09618,7,1.61,0.48,Chr_3,79499
CC1G_09623,6,1.59,0.64,Chr_3,92902
CC1G_09624,6,1.82,0.73,Chr_3,94673
CC1G_14059,7,1.47,0.5,Chr_3,97914
CC1G_14061,8,1.5,0.57,Chr_3,103603
CC1G_09628,8,1.41,0.5,Chr_3,105971
CC1G_09632,10,1.35,0.39,Chr_3,113978
CC1G_09635,9,1.46,0.45,Chr_3,120644
CC1G_14064,8,1.36,0.34,Chr_3,125265
CC1G_05959,7,1.33,0.36,Chr_3,128820
CC1G_05960,7,1.76,0.4,Chr_3,131637
CC1G_05961,7,1.74,0.4,Chr_3,134412
CC1G_05965,7,1.59,0.27,Chr_3,143996
CC1G_05967,6,2,0.32,Chr_3,154909
CC1G_05968,5,3.01,0.65,Chr_3,159984
CC1G_05971,7,2.51,0.8,Chr_3,171065
CC1G_05972,9,2.17,0.71,Chr_3,173719
CC1G_05975,9,2.4,0.65,Chr_3,181787
CC1G_05977,10,2.55,0.66,Chr_3,185361
CC1G_14068,11,2.4,0.62,Chr_3,194224
CC1G_14069,12,2.46,0.64,Chr_3,194795
CC1G_05980,11,2.54,0.73,Chr_3,196928
CC1G_05981,11,2.33,0.72,Chr_3,198099
CC1G_05985,11,2.06,0.72,Chr_3,205499
CC1G_05986,10,2.18,0.7,Chr_3,208055
CC1G_05987,10,2.2,0.75,Chr_3,210193
CC1G_05988,10,2.38,0.7,Chr_3,211913
CC1G_14072,10,2.07,0.55,Chr_3,219775
CC1G_05993,7,2.19,0.58,Chr_3,223751
CC1G_05998,4,1.74,0.63,Chr_3,235806
CC1G_06000,5,2.11,0.62,Chr_3,241542
CC1G_06009,3,1.61,0.5,Chr_3,265454
CC1G_06010,3,1.8,0.52,Chr_3,266372
CC1G_06016,9,1.27,0.28,Chr_3,288497
CC1G_06018,8,1.28,0.37,Chr_3,292475
CC1G_06019,8,1.55,0.44,Chr_3,295747
CC1G_06020,8,1.72,0.47,Chr_3,300306
CC1G_06021,8,1.73,0.47,Chr_3,303127
CC1G_06022,8,1.72,0.47,Chr_3,305542
CC1G_06023,8,1.74,0.48,Chr_3,307755
CC1G_06025,9,1.61,0.57,Chr_3,310657
CC1G_06028,9,1.15,0.36,Chr_3,316941
CC1G_14080,5,1.38,0.37,Chr_3,333193
CC1G_06035,6,1.84,0.67,Chr_3,338429
CC1G_06041,6,1.28,0.49,Chr_3,351145
CC1G_06043,7,1.21,0.45,Chr_3,355371
CC1G_06044,6,0.83,0.25,Chr_3,359160
CC1G_06045,6,0.76,0.25,Chr_3,361644
CC1G_06046,6,1.43,0.36,Chr_3,367680
CC1G_06049,8,1.6,0.36,Chr_3,377526
CC1G_06052,8,1.28,0.33,Chr_3,389965
CC1G_06053,8,1.46,0.32,Chr_3,394150
CC1G_06054,8,1.57,0.34,Chr_3,394842
CC1G_11118,8,1.74,0.37,Chr_3,401373
CC1G_11121,8,1.98,0.43,Chr_3,407082
CC1G_14087,8,1.92,0.42,Chr_3,411145
CC1G_14088,8,1.82,0.41,Chr_3,412297
CC1G_11126,7,1.68,0.42,Chr_3,415351
CC1G_11131,8,1.69,0.54,Chr_3,428217
CC1G_11139,8,2.19,0.83,Chr_3,443463
CC1G_11140,8,2.07,0.84,Chr_3,443954
CC1G_11141,8,2.16,0.86,Chr_3,445314
CC1G_14089,9,2.06,0.89,Chr_3,452693
CC1G_14090,8,2,0.73,Chr_3,455384
CC1G_14091,8,2.05,0.87,Chr_3,457035
CC1G_11148,8,1.84,0.88,Chr_3,461965
CC1G_11149,8,1.95,0.8,Chr_3,465034
CC1G_11153,7,2.34,0.87,Chr_3,475663
CC1G_04579,4,2.68,0.8,Chr_3,494727
CC1G_04580,5,3.03,0.76,Chr_3,498007
CC1G_14092,4,2.44,0.84,Chr_3,502368
CC1G_04583,4,3.43,0.68,Chr_3,508181
CC1G_04587,3,2.94,0.79,Chr_3,520490
CC1G_04610,4,0.54,0.21,Chr_3,602928
CC1G_04611,4,1.86,0.43,Chr_3,604794
CC1G_04612,4,1.88,0.44,Chr_3,605407
CC1G_04616,8,1.96,0.49,Chr_3,613592
CC1G_04617,8,2.02,0.52,Chr_3,615000
CC1G_14109,7,1.87,0.65,Chr_3,631785
CC1G_04620,7,1.84,0.64,Chr_3,633787
CC1G_04621,7,2.01,0.64,Chr_3,635989
CC1G_04622,7,1.84,0.64,Chr_3,637650
CC1G_04623,5,2.27,0.68,Chr_3,640190
CC1G_04625,6,2.11,0.67,Chr_3,645081
CC1G_04630,6,1.38,0.41,Chr_3,666190
CC1G_14111,7,1.42,0.48,Chr_3,671875
CC1G_04633,8,1.52,0.49,Chr_3,672409
CC1G_14112,9,1.6,0.49,Chr_3,678713
CC1G_14114,10,1.25,0.34,Chr_3,681309
CC1G_04642,12,1.4,0.47,Chr_3,689852
CC1G_04643,11,1.74,0.52,Chr_3,692773
CC1G_04644,11,1.5,0.41,Chr_3,695019
CC1G_14115,10,1.68,0.51,Chr_3,696882
CC1G_04646,9,1.87,0.58,Chr_3,702235
CC1G_04647,8,2.29,0.7,Chr_3,704999
CC1G_14117,8,2.09,0.59,Chr_3,711866
CC1G_14118,8,1.94,0.6,Chr_3,713891
CC1G_04655,9,2.27,0.86,Chr_3,730003
CC1G_04659,9,2.53,0.78,Chr_3,740891
CC1G_04660,10,2.37,0.73,Chr_3,742836
CC1G_04661,10,2.47,0.75,Chr_3,744967
CC1G_04663,10,2.43,0.63,Chr_3,748065
CC1G_04664,11,2.49,0.74,Chr_3,749489
CC1G_04665,12,2.42,0.72,Chr_3,750428
CC1G_04666,13,2.48,0.81,Chr_3,751910
CC1G_04670,14,2.04,0.75,Chr_3,758264
CC1G_04672,15,2.37,0.76,Chr_3,763410
CC1G_04673,14,2.41,0.77,Chr_3,766058
CC1G_04675,12,2.19,0.58,Chr_3,773178
CC1G_04676,11,2.3,0.56,Chr_3,774646
CC1G_04677,10,2.29,0.51,Chr_3,776432
CC1G_04678,9,2.44,0.57,Chr_3,778516
CC1G_04679,9,2.42,0.58,Chr_3,782525
CC1G_04680,9,2.02,0.66,Chr_3,787270
CC1G_14120,7,2.34,0.88,Chr_3,791789
CC1G_04688,2,2.12,0.48,Chr_3,811273
CC1G_04448,4,2.53,1.16,Chr_3,851367
CC1G_14121,5,1.94,0.88,Chr_3,854889
CC1G_04449,5,1.67,0.9,Chr_3,856695
CC1G_14122,6,1.87,0.85,Chr_3,858357
CC1G_04456,8,1.64,0.74,Chr_3,869966
CC1G_04458,8,2,0.9,Chr_3,878289
CC1G_14123,6,1.76,0.89,Chr_3,883345
CC1G_04462,6,1.84,0.9,Chr_3,886435
CC1G_04465,7,1.62,0.75,Chr_3,891642
CC1G_04466,8,1.87,0.75,Chr_3,897959
CC1G_04470,8,2.14,0.78,Chr_3,909877
CC1G_14125,7,2.2,0.85,Chr_3,911900
CC1G_04474,6,2.18,0.79,Chr_3,919196
CC1G_14126,6,2.13,0.81,Chr_3,922342
CC1G_04476,5,2.5,0.86,Chr_3,926408
CC1G_04478,5,2.15,0.79,Chr_3,929788
CC1G_04496,1,2.86,0.94,Chr_3,971095
CC1G_04502,4,2.62,0.84,Chr_3,988946
CC1G_04504,4,2.64,0.92,Chr_3,997340
CC1G_04506,4,2.58,0.93,Chr_3,1000154
CC1G_04508,5,2.29,1.05,Chr_3,1004718
CC1G_04513,5,2.41,0.92,Chr_3,1016307
CC1G_04516,3,2.61,0.89,Chr_3,1026795
CC1G_04517,2,1.64,1.02,Chr_3,1030391
CC1G_04535,2,2.14,0.66,Chr_3,1080427
CC1G_04541,2,3,0.73,Chr_3,1094064
CC1G_04542,2,3.02,0.9,Chr_3,1096299
CC1G_09305,1,2.18,0.68,Chr_3,1196560
CC1G_09314,2,2.51,1.13,Chr_3,1217960
CC1G_09319,2,2.24,0.76,Chr_3,1240512
CC1G_14148,2,2.84,1.36,Chr_3,1256653
CC1G_09329,2,2,0.84,Chr_3,1267777
CC1G_09340,1,2.46,1.12,Chr_3,1290973
CC1G_09353,2,1.44,0.52,Chr_3,1318794
CC1G_09354,2,1.58,0.94,Chr_3,1322483
CC1G_12089,2,1.61,0.62,Chr_3,1341765
CC1G_11833,2,1.84,1.02,Chr_3,1427932
CC1G_11835,2,1.34,0.6,Chr_3,1433243
CC1G_14171,3,1.93,0.69,Chr_3,1449237
CC1G_01883,2,3,1.04,Chr_3,1471642
CC1G_01887,1,2.79,1.2,Chr_3,1485839
CC1G_01901,1,2.05,0.51,Chr_3,1527159
CC1G_01909,4,2.33,0.82,Chr_3,1550671
CC1G_01912,3,1.97,0.6,Chr_3,1558558
CC1G_01913,4,2.06,0.82,Chr_3,1564217
CC1G_01917,4,2.32,0.71,Chr_3,1571504
CC1G_01923,3,2.43,0.88,Chr_3,1588202
CC1G_01930,1,1.75,0.85,Chr_3,1604031
CC1G_01943,1,3.87,1.04,Chr_3,1638911
CC1G_01947,2,2.6,0.78,Chr_3,1648425
CC1G_01954,2,3.48,1.26,Chr_3,1665106
CC1G_01961,1,2.55,0.15,Chr_3,1681094
CC1G_01983,4,8.79,1.07,Chr_3,1746054
CC1G_14187,4,2.68,1.04,Chr_3,1751868
CC1G_01990,4,8.81,1.01,Chr_3,1763772
CC1G_01991,4,8.44,0.96,Chr_3,1769005
CC1G_01992,4,8.73,1.08,Chr_3,1771011
CC1G_02007,1,2.07,0.91,Chr_3,1811098
CC1G_02008,2,1.84,1.42,Chr_3,1813953
CC1G_14191,1,2.07,0.91,Chr_3,1837284
CC1G_02026,1,2.23,1.39,Chr_3,1865421
CC1G_02028,1,2.91,0.88,Chr_3,1869478
CC1G_02039,1,2.47,0.93,Chr_3,1898112
CC1G_02043,1,2.76,1.03,Chr_3,1905130
CC1G_14204,2,2.94,0.6,Chr_3,1937485
CC1G_02058,2,2.6,0.85,Chr_3,1939616
CC1G_14207,4,3.11,1.03,Chr_3,1960479
CC1G_14208,3,2.04,0.73,Chr_3,1977964
CC1G_07354,3,1.86,0.87,Chr_3,1981577
CC1G_07356,2,2.31,1.1,Chr_3,1985681
CC1G_14219,2,2.02,0.84,Chr_3,2063764
CC1G_07392,2,1.89,0.8,Chr_3,2069858
CC1G_07395,2,2.42,1.04,Chr_3,2079471
CC1G_07417,2,0.84,0.43,Chr_3,2136126
CC1G_07418,2,1.72,0.97,Chr_3,2136880
CC1G_07420,2,0.9,0.55,Chr_3,2144295
CC1G_13041,1,3.54,0.99,Chr_3,2182150
CC1G_13042,2,1.38,0.54,Chr_3,2184370
CC1G_11535,3,3.25,1.38,Chr_3,2208430
CC1G_11537,2,2.46,1.14,Chr_3,2212628
CC1G_14226,3,2.66,1.19,Chr_3,2221066
CC1G_11548,1,3.15,1.55,Chr_3,2244458
CC1G_06817,2,1.85,0.74,Chr_3,2270904
CC1G_06822,2,3.18,0.7,Chr_3,2281433
CC1G_06823,2,3.01,0.68,Chr_3,2283287
CC1G_06836,2,2.29,0.16,Chr_3,2313898
CC1G_06843,4,2.7,0.63,Chr_3,2331371
CC1G_06844,4,2.34,0.6,Chr_3,2333252
CC1G_14231,3,2.12,0.38,Chr_3,2351498
CC1G_06853,3,2.25,0.31,Chr_3,2352520
CC1G_06871,3,1.8,0.87,Chr_3,2401083
CC1G_06875,4,2.06,0.88,Chr_3,2409490
CC1G_06880,5,1.92,0.89,Chr_3,2418901
CC1G_06881,5,2.11,0.96,Chr_3,2421005
CC1G_06884,5,1.56,0.69,Chr_3,2431661
CC1G_06891,4,1.64,0.66,Chr_3,2443548
CC1G_06894,3,1.87,0.83,Chr_3,2451192
CC1G_06904,4,1.7,0.66,Chr_3,2475095
CC1G_12635,5,1.35,0.47,Chr_3,2483017
CC1G_12638,7,1.26,0.56,Chr_3,2488194
CC1G_12642,9,1.6,0.57,Chr_3,2499398
CC1G_12644,8,1.71,0.56,Chr_3,2504754
CC1G_14240,8,1.72,0.56,Chr_3,2506020
CC1G_14241,7,1.45,0.36,Chr_3,2509181
CC1G_14242,7,1.7,0.49,Chr_3,2512989
CC1G_14243,6,1.54,0.48,Chr_3,2515228
CC1G_03190,6,0.97,0.29,Chr_3,2516532
CC1G_03218,3,2.36,1.15,Chr_3,2589662
CC1G_03220,3,2.41,0.8,Chr_3,2593607
CC1G_03221,4,2.01,0.82,Chr_3,2596190
CC1G_03223,4,2.18,0.81,Chr_3,2602568
CC1G_03230,3,2.4,0.98,Chr_3,2619235
CC1G_03234,1,1.66,0.79,Chr_3,2629730
CC1G_03252,1,3.25,0.81,Chr_3,2669406
CC1G_03260,2,2.72,0.9,Chr_3,2692188
CC1G_03261,1,3.25,0.81,Chr_3,2695375
CC1G_03274,1,1.43,0.66,Chr_3,2723320
CC1G_03279,1,1.83,1.24,Chr_3,2734679
CC1G_14262,4,2.61,0.94,Chr_3,2855932
CC1G_14263,5,2.36,1.01,Chr_3,2857968
CC1G_03319,6,2.46,0.85,Chr_3,2860085
CC1G_03321,6,2.45,0.84,Chr_3,2863884
CC1G_03326,7,2.37,0.85,Chr_3,2874570
CC1G_03328,7,3.04,0.93,Chr_3,2881417
CC1G_03329,6,3.13,1.06,Chr_3,2884802
CC1G_03331,4,3.6,0.96,Chr_3,2891321
CC1G_03333,3,2.31,0.82,Chr_3,2900263
CC1G_02256,5,1.68,0.82,Chr_3,2939983
CC1G_02261,8,2.11,0.82,Chr_3,2951692
CC1G_02263,9,2.21,0.77,Chr_3,2956050
CC1G_02264,9,2.37,0.88,Chr_3,2958559
CC1G_02266,9,2.14,0.76,Chr_3,2961418
CC1G_02267,9,2.15,0.77,Chr_3,2963452
CC1G_14271,8,2.13,0.77,Chr_3,2965702
CC1G_02268,8,2.03,0.75,Chr_3,2967888
CC1G_02271,8,1.95,0.83,Chr_3,2974422
CC1G_02273,7,2.13,0.81,Chr_3,2980101
CC1G_02304,3,1.8,0.49,Chr_3,3065801
CC1G_14275,5,1.64,0.68,Chr_3,3082551
CC1G_02310,5,1.75,0.72,Chr_3,3084329
CC1G_02311,6,2.05,0.85,Chr_3,3087247
CC1G_02313,7,1.85,0.72,Chr_3,3092200
CC1G_02314,7,1.92,0.73,Chr_3,3094049
CC1G_02320,6,1.77,0.72,Chr_3,3111349
CC1G_14277,5,2,0.85,Chr_3,3113324
CC1G_02321,6,1.82,0.82,Chr_3,3114205
CC1G_02329,8,1.76,0.69,Chr_3,3135304
CC1G_02330,6,1.96,0.64,Chr_3,3138849
CC1G_02331,5,1.43,0.54,Chr_3,3140579
CC1G_02332,5,1.7,0.6,Chr_3,3142398
CC1G_02335,7,1.56,0.37,Chr_3,3153796
CC1G_02336,7,1.75,0.54,Chr_3,3155982
CC1G_02341,5,1.34,0.72,Chr_3,3171021
CC1G_02343,7,1.97,0.88,Chr_3,3175045
CC1G_02349,9,1.84,0.68,Chr_3,3189969
CC1G_14280,9,1.93,0.68,Chr_3,3195128
CC1G_02352,8,1.84,0.72,Chr_3,3196072
CC1G_02353,8,1.82,0.72,Chr_3,3196754
CC1G_02355,7,2.23,0.91,Chr_3,3204264
CC1G_02356,7,2.26,0.91,Chr_3,3205459
CC1G_14281,7,2.14,0.91,Chr_3,3206891
CC1G_02360,7,2.19,0.88,Chr_3,3213024
CC1G_02367,5,2.26,0.79,Chr_3,3253511
CC1G_02368,5,2.3,1.02,Chr_3,3255193
CC1G_14286,5,2.05,0.82,Chr_3,3265383
CC1G_02372,6,2.24,0.92,Chr_3,3273366
CC1G_02373,7,2.23,0.87,Chr_3,3275323
CC1G_02374,7,2.01,0.84,Chr_3,3277666
CC1G_02379,10,2.19,0.55,Chr_3,3295243
CC1G_02380,10,2.04,0.48,Chr_3,3299101
CC1G_02382,9,1.87,0.45,Chr_3,3303766
CC1G_14287,9,1.65,0.47,Chr_3,3304791
CC1G_02383,9,2.08,0.51,Chr_3,3306363
CC1G_02384,10,2.03,0.54,Chr_3,3307329
CC1G_02386,10,1.86,0.47,Chr_3,3312520
CC1G_02387,11,1.85,0.51,Chr_3,3316968
CC1G_02389,10,2.03,0.57,Chr_3,3321151
CC1G_02392,9,1.88,0.49,Chr_3,3328425
CC1G_02393,7,1.89,0.54,Chr_3,3331651
CC1G_02396,5,2.02,0.6,Chr_3,3339850
CC1G_02400,2,1.71,0.7,Chr_3,3353646
CC1G_11803,4,2.39,0.71,Chr_3,3406585
CC1G_11806,5,2.11,0.75,Chr_3,3418652
CC1G_11810,6,1.92,0.64,Chr_3,3425873
CC1G_11812,6,1.96,0.62,Chr_3,3428918
CC1G_11813,6,1.96,0.75,Chr_3,3430474
CC1G_11814,5,1.91,0.57,Chr_3,3432319
CC1G_14297,6,1.42,0.56,Chr_3,3450001
CC1G_14298,2,0,0,Chr_3,3458436
CC1G_14299,2,0,0,Chr_3,3461007
CC1G_09257,3,1.5,0.55,Chr_3,3489620
CC1G_09258,5,1.93,0.81,Chr_3,3498211
CC1G_09260,7,1.66,0.77,Chr_3,3503412
CC1G_09261,7,1.88,0.84,Chr_3,3505808
CC1G_09267,8,1.56,0.69,Chr_3,3520484
CC1G_14304,8,1.52,0.66,Chr_3,3522064
CC1G_09269,7,1.51,0.65,Chr_3,3524707
CC1G_09271,9,1.96,0.76,Chr_3,3528151
CC1G_09273,7,1.95,0.75,Chr_3,3531734
CC1G_09275,9,1.97,0.74,Chr_3,3542150
CC1G_09276,7,1.57,0.56,Chr_3,3551348
CC1G_09277,7,1.71,0.51,Chr_3,3552953
CC1G_09279,5,1.98,0.55,Chr_3,3557692
CC1G_09281,5,1.99,0.55,Chr_3,3563129
CC1G_09283,4,2.52,0.66,Chr_3,3570237
CC1G_14307,4,2.24,0.9,Chr_3,3595800
CC1G_14308,4,2.14,0.9,Chr_3,3597510
CC1G_09295,4,2.48,0.91,Chr_3,3598533
CC1G_09297,4,2.7,1.1,Chr_3,3602468
CC1G_09298,4,2.26,0.87,Chr_3,3605915
CC1G_12121,4,1.57,0.5,Chr_4,26509
CC1G_12123,5,2.39,0.93,Chr_4,31752
CC1G_12124,5,2.16,0.9,Chr_4,33186
CC1G_12125,5,2.09,0.8,Chr_4,35291
CC1G_12126,6,2.13,0.87,Chr_4,37614
CC1G_12134,12,1.67,0.52,Chr_4,55381
CC1G_13046,9,1.86,0.56,Chr_4,60931
CC1G_13048,8,1.91,0.65,Chr_4,66622
CC1G_13049,8,2.05,0.64,Chr_4,68946
CC1G_13050,8,1.91,0.63,Chr_4,70362
CC1G_13051,8,1.74,0.56,Chr_4,72250
CC1G_13054,10,2.08,0.62,Chr_4,75934
CC1G_12847,10,2.05,0.68,Chr_4,78195
CC1G_12848,10,2.16,0.62,Chr_4,80379
CC1G_14311,6,1.91,0.77,Chr_4,98471
CC1G_02563,6,2.17,0.78,Chr_4,100740
CC1G_02565,5,2.35,0.78,Chr_4,108902
CC1G_02571,6,2.35,0.86,Chr_4,118449
CC1G_02573,6,2.1,0.97,Chr_4,127837
CC1G_02575,6,1.7,0.87,Chr_4,131942
CC1G_02579,7,1.7,0.66,Chr_4,139774
CC1G_02582,7,1.92,0.74,Chr_4,150586
CC1G_02583,7,1.93,0.72,Chr_4,151491
CC1G_02585,6,2,0.92,Chr_4,157003
CC1G_02587,6,2.28,0.98,Chr_4,161980
CC1G_02591,5,1.78,0.72,Chr_4,172338
CC1G_02596,3,1.65,0.49,Chr_4,178628
CC1G_02606,3,4.07,0.88,Chr_4,205387
CC1G_02608,3,3.41,0.71,Chr_4,209983
CC1G_02609,4,4.06,0.7,Chr_4,214524
CC1G_02612,4,4.02,0.74,Chr_4,222477
CC1G_14316,3,3.53,0.83,Chr_4,235307
CC1G_02621,4,3.25,0.72,Chr_4,249975
CC1G_02625,5,2.95,0.76,Chr_4,262676
CC1G_02626,5,3.17,0.73,Chr_4,264613
CC1G_02627,6,2.62,0.7,Chr_4,268412
CC1G_02630,7,2.67,0.7,Chr_4,275998
CC1G_02631,8,2.48,0.7,Chr_4,280307
CC1G_02636,7,2.35,0.71,Chr_4,289948
CC1G_02638,8,2.1,0.73,Chr_4,293421
CC1G_02639,9,1.8,0.67,Chr_4,296518
CC1G_02642,10,1.88,0.7,Chr_4,303164
CC1G_02643,10,1.7,0.6,Chr_4,305474
CC1G_02647,9,1.63,0.66,Chr_4,315582
CC1G_14318,9,1.57,0.56,Chr_4,318237
CC1G_14319,8,1.68,0.63,Chr_4,320518
CC1G_02651,7,1.32,0.53,Chr_4,323040
CC1G_02652,8,1.75,0.75,Chr_4,326281
CC1G_02654,7,1.78,0.82,Chr_4,329918
CC1G_14321,4,1.43,0.52,Chr_4,348830
CC1G_14323,4,2.08,0.94,Chr_4,356466
CC1G_02670,4,2.22,1.02,Chr_4,368606
CC1G_02672,4,1.81,0.74,Chr_4,376548
CC1G_02675,4,1.75,0.75,Chr_4,380090
CC1G_02685,4,1.82,0.69,Chr_4,400680
CC1G_02688,3,2.46,0.76,Chr_4,406723
CC1G_02693,7,2.34,0.77,Chr_4,421620
CC1G_02696,7,2.05,0.72,Chr_4,429991
CC1G_02697,6,2.35,0.87,Chr_4,432271
CC1G_02698,6,2.4,0.69,Chr_4,434789
CC1G_02700,7,2.52,0.77,Chr_4,441438
CC1G_02701,7,2.31,0.8,Chr_4,446026
CC1G_02703,6,2.54,0.82,Chr_4,449849
CC1G_02708,5,2.12,0.85,Chr_4,460374
CC1G_02711,3,2.46,0.78,Chr_4,476697
CC1G_14325,3,2.67,0.84,Chr_4,478929
CC1G_02714,2,2.31,1.06,Chr_4,489684
CC1G_02724,1,0.02,0.01,Chr_4,519252
CC1G_14328,5,2.32,0.83,Chr_4,543690
CC1G_02731,4,1.84,0.55,Chr_4,546344
CC1G_12752,5,1.58,0.52,Chr_4,558547
CC1G_12756,6,1.46,0.46,Chr_4,565998
CC1G_12757,6,1.49,0.51,Chr_4,568246
CC1G_12760,5,1.52,0.46,Chr_4,574910
CC1G_13217,5,1.53,0.49,Chr_4,588989
CC1G_13469,5,1.07,0.45,Chr_4,596116
CC1G_14334,7,1.25,0.43,Chr_4,610403
CC1G_09049,7,1.68,0.52,Chr_4,613992
CC1G_09050,7,1.8,0.61,Chr_4,616046
CC1G_09055,8,1.88,0.72,Chr_4,627877
CC1G_09056,9,1.99,0.75,Chr_4,630726
CC1G_09057,10,1.84,0.74,Chr_4,632855
CC1G_09059,9,1.82,0.69,Chr_4,638140
CC1G_14335,9,1.92,0.69,Chr_4,648364
CC1G_09064,10,1.98,0.73,Chr_4,651920
CC1G_09065,9,1.92,0.71,Chr_4,654230
CC1G_09066,8,2.06,0.81,Chr_4,657374
CC1G_09071,10,1.92,0.8,Chr_4,670838
CC1G_09072,10,1.82,0.71,Chr_4,672368
CC1G_09073,9,1.72,0.7,Chr_4,676738
CC1G_09076,7,1.73,0.73,Chr_4,682822
CC1G_09078,8,1.69,0.68,Chr_4,687899
CC1G_09079,9,1.52,0.67,Chr_4,690664
CC1G_09080,10,1.45,0.57,Chr_4,692587
CC1G_09083,11,1.44,0.55,Chr_4,705717
CC1G_09086,10,1.38,0.53,Chr_4,711951
CC1G_09087,9,1.51,0.59,Chr_4,714011
CC1G_09088,8,1.34,0.55,Chr_4,717134
CC1G_09090,7,1.14,0.46,Chr_4,722595
CC1G_09091,7,1.34,0.51,Chr_4,725163
CC1G_09092,7,1.14,0.46,Chr_4,727615
CC1G_09093,7,1.15,0.45,Chr_4,729060
CC1G_12403,5,2.15,0.75,Chr_4,765396
CC1G_12406,6,2.39,0.82,Chr_4,771529
CC1G_12407,6,2.24,0.84,Chr_4,772615
CC1G_12408,6,2.15,0.76,Chr_4,776172
CC1G_14338,6,2.16,0.75,Chr_4,778393
CC1G_10734,12,2.36,0.82,Chr_4,788036
CC1G_10738,12,2.22,0.73,Chr_4,796325
CC1G_10742,10,2.28,0.75,Chr_4,804422
CC1G_10743,11,2.28,0.76,Chr_4,806075
CC1G_10744,11,2.27,0.69,Chr_4,807890
CC1G_14341,11,2.31,0.75,Chr_4,809091
CC1G_10745,11,2.24,0.69,Chr_4,810702
CC1G_10747,12,2.24,0.8,Chr_4,812959
